Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
42070_1#123,"Scaffold: SPAdes + Improvement",5679733,45,126216.29,611312,345497,7,327707,9,226050,11,148257,14,77045,19,311,45,269,2228176,2178171,50005,2143682,34489,336454576,328903821,328810352,151,151,35.4,414.9,119.1
42070_1#124,"Scaffold: SPAdes + Improvement",5679679,40,141991.98,683524,375424,6,372174,7,226058,10,207856,12,119475,17,311,40,340,2003674,1957040,46634,1922804,34236,302554774,295513040,295423968,151,151,35.3,445.3,109.8
42070_1#125,"Scaffold: SPAdes + Improvement",5680530,40,142013.25,611239,338091,7,254033,9,217722,11,201737,14,102697,18,311,40,385,3394836,3321245,73591,3270908,50337,512620236,501507995,501368808,151,151,35.4,419.1,109.0
42070_1#126,"Scaffold: SPAdes + Improvement",5680393,44,129099.84,611331,326635,7,242050,10,217650,12,148257,15,102483,19,311,44,338,2410436,2361173,49263,2327246,33927,363975836,356537123,356437754,151,151,35.4,430.8,107.8
42070_1#127,"Scaffold: SPAdes + Improvement",5681824,40,142045.60,888450,372155,6,254033,7,218621,10,201854,13,86520,17,311,40,334,4806558,4704892,101666,4635704,69188,725790258,710438692,710239997,151,151,35.4,422.4,112.1
42070_1#128,"Scaffold: SPAdes + Improvement",5680773,40,142019.33,769017,372359,6,255004,8,226159,10,201852,13,86519,18,311,40,344,4570696,4473435,97261,4410466,62969,690175096,675488685,675302748,151,151,35.5,416.2,109.7
42070_1#129,"Scaffold: SPAdes + Improvement",5696734,69,82561.36,561407,285769,8,259971,10,228166,12,125504,15,99731,20,353,69,1060,1930304,1886043,44261,1855096,30947,291475904,284792493,284708162,151,151,35.4,421.2,118.1
42070_1#130,"Scaffold: SPAdes + Improvement",5679472,47,120839.83,677801,376900,6,358354,8,242193,10,205535,12,86499,17,305,47,311,1840742,1800929,39813,1772434,28495,277952042,271940279,271862304,151,151,35.4,419.4,107.8
42070_1#131,"Scaffold: SPAdes + Improvement",5505910,88,62567.16,689798,364182,6,276904,8,249833,10,94253,15,49321,23,321,88,212,2246252,2203418,42834,2172502,30916,339184052,332716118,332622737,151,151,35.5,425.2,110.5
42070_1#132,"Scaffold: SPAdes + Improvement",3982156,41,97125.76,823582,348237,4,233762,5,197753,7,175042,9,103104,12,300,41,399,2324480,2273810,50670,2238064,35746,350996480,343345310,343230017,151,151,35.2,435.9,112.8
42070_1#133,"Scaffold: SPAdes + Improvement",5616656,77,72943.58,876190,202602,8,172357,11,136941,15,86484,20,53359,28,380,77,1248,808172,789664,18508,776490,13174,122033972,119239264,119204381,151,151,35.4,426.6,111.3
42070_1#134,"Scaffold: SPAdes + Improvement",5679876,55,103270.47,493332,288050,8,254021,10,207856,12,148392,16,86499,20,307,55,718,859542,840739,18803,827788,12951,129790842,126951589,126916117,151,151,35.4,435.1,111.3
42070_1#135,"Scaffold: SPAdes + Improvement",5493699,35,156962.83,1559402,499977,3,445089,4,367456,5,339002,7,184058,9,311,35,489,2432706,2277032,155674,2160554,116478,367338606,343831832,343699257,151,151,35.4,434.7,109.5
42070_1#136,"Scaffold: SPAdes + Improvement",5412287,38,142428.61,1702954,508907,3,424851,5,410373,6,214797,8,100169,11,311,38,1286,1725498,1685342,40156,1654810,30532,260550198,254486642,254406433,151,151,35.3,435.3,108.5
42070_1#137,"Scaffold: SPAdes + Improvement",5867469,87,67442.17,751379,301723,6,284805,8,199551,11,139965,15,50179,21,401,87,1082,2057486,2007654,49832,1973914,33740,310680386,303155754,303064325,151,151,35.4,420.2,115.2
42070_1#138,"Scaffold: SPAdes + Improvement",5513082,67,82284.81,883399,489064,4,390835,6,186558,8,151335,11,86904,16,305,67,1077,2179900,2130849,49051,2095378,35471,329164900,321758199,321661762,151,151,35.3,429.9,108.7
42070_1#139,"Scaffold: SPAdes + Improvement",5506743,84,65556.46,564388,318952,7,277988,9,249833,11,94815,14,41512,22,393,84,0,3499996,3425982,74014,3375628,50354,528499396,517323282,517171868,151,151,35.5,401.3,111.1
42070_1#140,"Scaffold: SPAdes + Improvement",5433646,21,258745.05,2806577,2806577,1,698166,2,427308,3,342851,5,176900,7,408,21,1008,2631208,2586726,44482,2555520,31206,397312408,390595626,390494123,151,151,35.5,400.9,107.7
42070_1#141,"Scaffold: SPAdes + Improvement",5620876,73,76998.30,508896,193173,9,177736,12,127800,16,88673,21,56879,29,307,73,338,4027298,3941353,85945,3880958,60395,608121998,595144303,594969253,151,151,35.4,416.3,107.8
42070_1#142,"Scaffold: SPAdes + Improvement",5646814,49,115241.10,705781,362552,6,290378,8,200848,11,183314,13,86766,19,421,49,1122,3300052,3226399,73653,3174442,51957,498307852,487186249,487042979,151,151,35.4,428.6,108.9
42070_1#143,"Scaffold: SPAdes + Improvement",5830771,88,66258.76,485670,186359,10,156608,13,144408,17,104706,22,30531,32,304,88,591,4570742,4446597,124145,4359926,86671,690182042,671436147,671218559,151,151,35.2,452.7,120.0
42070_1#144,"Scaffold: SPAdes + Improvement",5627037,43,130861.33,985493,430315,4,314852,6,252267,8,148440,11,86617,16,369,43,133,3592194,3515894,76300,3463842,52052,542421294,530899994,530749525,151,151,35.4,420.0,106.8
42070_1#145,"Scaffold: SPAdes + Improvement",5762598,57,101098.21,821488,509815,5,378207,6,338159,7,236528,10,94347,13,401,57,1848,1649972,1615551,34421,1590172,25379,249145772,243948201,243876273,151,151,35.4,424.0,110.3
42070_1#146,"Scaffold: SPAdes + Improvement",5551167,54,102799.39,1061606,448930,4,237429,6,219204,8,151666,11,93054,16,323,54,222,2360220,2295619,64601,2245952,49667,356393220,346638469,346531477,151,151,35.4,413.3,110.5
42070_1#147,"Scaffold: SPAdes + Improvement",5680678,42,135254.24,612591,339882,7,254033,9,217722,11,201912,14,102689,18,311,42,343,2142754,2103244,39510,2074518,28726,323555854,317589844,317503174,151,151,35.5,418.3,110.6
42070_1#148,"Scaffold: SPAdes + Improvement",5679395,40,141984.88,653109,375230,6,287997,8,241867,10,207326,13,124058,16,311,40,77,1929072,1891830,37242,1864520,27310,291289872,285666330,285585547,151,151,35.4,443.4,111.0
42070_1#149,"Scaffold: SPAdes + Improvement",5762073,47,122597.30,920812,424351,5,411449,6,390250,8,317753,9,89020,14,324,47,690,1123152,1099217,23935,1082682,16535,169595952,165981767,165936402,151,151,35.4,416.9,113.5
42070_1#150,"Scaffold: SPAdes + Improvement",5694954,92,61901.67,576684,243607,8,198259,11,180162,14,108303,18,56262,26,325,92,1415,938342,918916,19426,905014,13902,141689642,138756316,138713758,151,151,35.4,433.7,108.3
42070_1#151,"Scaffold: SPAdes + Improvement",5521395,52,106180.67,763207,367286,6,310984,8,218728,10,142499,14,86723,19,467,52,500,1704208,1670705,33503,1645916,24789,257335408,252276455,252203359,151,151,35.4,442.4,110.4
42070_1#152,"Scaffold: SPAdes + Improvement",5678363,43,132054.95,611318,358284,7,253915,9,217900,11,145703,14,86499,19,311,43,576,1814886,1780462,34424,1754982,25480,274047786,268849762,268775462,151,151,35.5,445.0,112.3
42070_1#153,"Scaffold: SPAdes + Improvement",5491122,22,249596.45,2042766,1483364,2,1483364,2,362863,3,208052,6,119243,9,336,22,413,1278936,1252332,26604,1233578,18754,193119336,189102132,189048934,151,151,35.4,410.7,112.2
42070_1#154,"Scaffold: SPAdes + Improvement",5678149,43,132049.98,634660,338091,7,261146,9,217650,11,201490,14,119403,18,311,43,339,1771116,1730989,40127,1703660,27329,267438516,261379339,261302831,151,151,35.4,439.9,108.7
42070_1#155,"Scaffold: SPAdes + Improvement",5679696,42,135230.86,611239,280583,7,254033,9,241910,11,201912,14,124227,18,311,42,340,2774034,2706447,67587,2662222,44225,418879134,408673497,408554553,151,151,35.4,431.7,112.0
42070_1#156,"Scaffold: SPAdes + Improvement",5678995,38,149447.24,611341,441847,6,375357,7,254033,9,205535,12,124145,15,311,38,338,2452020,2393854,58166,2350292,43562,370255020,361471954,361360566,151,151,35.3,437.7,107.3
42070_1#157,"Scaffold: SPAdes + Improvement",5679715,41,138529.63,611332,326635,7,260846,9,207805,12,201840,14,94892,19,311,41,340,2744618,2677383,67235,2627408,49975,414437318,404284833,404158347,151,151,35.2,416.3,104.1
42070_1#158,"Scaffold: SPAdes + Improvement",5679468,41,138523.61,611346,372271,7,254021,8,217650,11,203087,13,86499,18,311,41,74,3269162,3193109,76053,3140474,52635,493643462,482159459,482015801,151,151,35.3,432.1,110.2
42070_1#159,"Scaffold: SPAdes + Improvement",5761134,70,82301.91,937403,533104,4,434621,5,367803,7,135969,9,52030,16,301,70,1392,3408284,3317401,90883,3253274,64127,514650884,500927551,500761648,151,151,35.2,411.5,112.7
42070_1#160,"Scaffold: SPAdes + Improvement",5680709,42,135254.98,611337,375359,6,254033,8,217910,11,205535,13,121254,17,311,42,558,3945196,3838995,106201,3769928,69067,595724596,579688245,579504120,151,151,35.2,423.8,108.0
42070_1#161,"Scaffold: SPAdes + Improvement",5444535,32,170141.72,1456407,695043,3,504420,4,483376,5,224170,7,153446,9,311,32,725,1460916,1424017,36899,1397436,26581,220598316,215026567,214959327,151,151,35.2,432.9,111.0
42070_1#162,"Scaffold: SPAdes + Improvement",5581685,58,96235.95,789362,238105,7,207857,10,147919,13,121587,17,58020,23,309,58,417,1530676,1490539,40137,1462090,28449,231132076,225071389,225000650,151,151,35.2,437.6,108.2
42070_1#163,"Scaffold: SPAdes + Improvement",5660431,94,60217.35,1327022,300709,5,265640,7,209173,9,106048,13,86809,18,301,94,562,870556,847445,23111,832478,14967,131453956,127964195,127924619,151,151,35.3,417.3,106.0
42070_1#164,"Scaffold: SPAdes + Improvement",5532638,55,100593.42,811606,389113,5,369624,7,218441,9,180270,11,86900,16,305,55,323,1603394,1571495,31899,1548222,23273,242112494,237295745,237226629,151,151,35.4,424.5,107.2
42070_1#165,"Scaffold: SPAdes + Improvement",5444720,60,90745.33,969421,215295,6,188076,9,163948,12,141047,15,86623,20,354,60,501,574582,563705,10877,555822,7883,86761882,85119455,85095760,151,151,35.4,440.2,107.1
42070_1#166,"Scaffold: SPAdes + Improvement",5132540,114,45022.28,346836,167555,11,117798,14,90671,19,68378,25,29497,36,468,114,382,1392872,1360470,32402,1338070,22400,210323672,205430970,205372287,151,151,35.4,436.8,118.7
42070_1#167,"Scaffold: SPAdes + Improvement",5544284,70,79204.06,456869,259629,8,203505,10,194364,13,155398,16,73093,22,316,70,908,1668354,1633557,34797,1609596,23961,251921454,246667107,246597401,151,151,35.4,432.5,109.6
42070_1#168,"Scaffold: SPAdes + Improvement",5868333,89,65936.33,629661,350154,7,282538,9,216180,11,140364,15,70961,20,312,89,1253,1740290,1708874,31416,1685998,22876,262783790,258039974,257967862,151,151,35.5,406.2,107.6
42070_1#169,"Scaffold: SPAdes + Improvement",3612,1,3612.00,3612,3612,1,3612,1,3612,1,3612,1,3612,1,3612,1,0,1864128,14979,1849149,14454,525,281483328,2261829,2260827,151,151,35.2,485.1,448.1
42070_1#170,"Scaffold: SPAdes + Improvement",5646007,53,106528.43,798079,429640,5,346702,7,326213,8,120450,11,92224,17,379,53,406,2698658,2590460,108198,2508704,81756,407497358,391159460,391030322,151,151,35.5,407.1,112.5
42070_1#171,"Scaffold: SPAdes + Improvement",5506081,90,61178.68,499461,318941,7,291993,9,249834,11,94253,14,37781,24,302,90,0,2463142,2410843,52299,2373512,37331,371934442,364037293,363929262,151,151,35.4,415.1,113.5
42070_1#172,"Scaffold: SPAdes + Improvement",5499512,40,137487.80,1103722,665544,3,370757,5,248422,7,216194,9,93062,13,464,40,931,2700390,2646128,54262,2606956,39172,407758890,399565328,399449679,151,151,35.4,408.8,112.1
42070_1#173,"Scaffold: SPAdes + Improvement",5588366,48,116424.29,1063231,441296,5,369727,6,344532,8,215924,10,100975,13,530,48,670,3433078,3362841,70237,3314236,48605,518394778,507788991,507643913,151,151,35.4,414.3,111.4
42070_1#174,"Scaffold: SPAdes + Improvement",5501431,61,90187.39,648600,330302,6,300337,8,200338,11,168729,14,86676,18,369,61,447,3574124,3499161,74963,3447230,51931,539692724,528373311,528225412,151,151,35.4,420.2,110.3
42070_1#175,"Scaffold: SPAdes + Improvement",5636567,44,128103.80,1252941,381706,4,356224,5,322226,7,198930,9,100756,13,491,44,924,3768888,3688636,80252,3633834,54802,569102088,556984036,556824502,151,151,35.4,413.5,109.4
42070_1#176,"Scaffold: SPAdes + Improvement",5647583,47,120161.34,798079,430017,5,386696,6,362043,8,346231,9,100848,13,388,47,401,4502980,4317285,185695,4185342,131943,679949980,651910035,651690122,151,151,35.4,419.2,107.0
42070_1#177,"Scaffold: SPAdes + Improvement",5677865,45,126174.78,677553,372055,6,254033,8,217829,11,205535,13,86499,18,311,45,238,2028402,1981655,46747,1947812,33843,306288702,299229905,299141415,151,151,35.3,415.8,111.0
42070_1#178,"Scaffold: SPAdes + Improvement",5679439,44,129078.16,611020,336706,7,254033,9,217650,11,201856,14,94763,19,300,44,339,1595382,1563350,32032,1540786,22564,240902682,236065850,235999755,151,151,35.4,426.6,109.5
42070_1#179,"Scaffold: SPAdes + Improvement",5678406,46,123443.61,634456,345490,7,254033,9,226046,11,205535,14,86499,18,311,46,339,1506622,1473377,33245,1449844,23533,227499922,222479927,222415841,151,151,35.4,438.5,109.7
42070_1#181,"Scaffold: SPAdes + Improvement",5676622,49,115849.43,611930,334915,7,227210,9,207754,12,133999,15,71839,20,416,49,476,876080,857597,18483,844144,13453,132288080,129497147,129458246,151,151,35.3,432.0,109.4
42070_1#183,"Scaffold: SPAdes + Improvement",5679671,47,120844.06,634680,338091,7,254033,9,208835,12,205535,14,119475,18,311,47,338,2180746,2138650,42096,2108796,29854,329292646,322936150,322846584,151,151,35.5,418.5,111.3
42070_1#185,"Scaffold: SPAdes + Improvement",5678467,41,138499.20,644558,375230,6,296199,8,241788,10,205535,13,86499,17,308,41,581,1824164,1789875,34289,1765118,24757,275448764,270271125,270197721,151,151,35.5,420.1,111.8
42070_1#186,"Scaffold: SPAdes + Improvement",6030872,145,41592.22,774367,274505,7,203552,10,141739,14,74998,20,27107,34,310,145,1522,1112044,1085013,27031,1065508,19505,167918644,163836963,163785609,151,151,35.3,447.5,112.2
42070_1#187,"Scaffold: SPAdes + Improvement",5321987,33,161272.33,913385,549281,4,465914,5,459855,6,359250,8,99720,11,311,33,512,1924968,1885375,39593,1856062,29313,290670168,284691625,284609615,151,151,35.4,420.1,112.9
42070_1#189,"Scaffold: SPAdes + Improvement",5323244,36,147867.89,913550,424594,5,398327,6,359250,7,242219,9,99720,13,311,36,465,3155518,3085708,69810,3036884,48824,476483218,465941908,465804774,151,151,35.4,425.4,107.8
42070_1#191,"Scaffold: SPAdes + Improvement",5916159,137,43183.64,559994,152530,12,97429,17,78394,23,54795,33,26758,48,327,137,784,3883754,3802541,81213,3746660,55881,586446854,574183691,574017411,151,151,35.4,427.5,109.7
42070_1#192,"Scaffold: SPAdes + Improvement",5637109,70,80530.13,477835,218320,9,197517,12,183657,15,137482,19,65266,25,391,70,907,5206304,5076630,129674,4995450,81180,786151904,766571130,766349585,151,151,35.4,421.9,110.1
42070_1#193,"Scaffold: SPAdes + Improvement",5556200,48,115754.17,1250909,480073,4,459577,5,293566,7,207618,9,109971,12,311,48,388,2584308,2532636,51672,2495472,37164,390230508,382428036,382320533,151,151,35.4,434.0,111.7
42070_1#194,"Scaffold: SPAdes + Improvement",6233483,579,10765.95,718992,375800,6,361863,7,326213,9,100659,13,10249,31,300,579,7159,1942082,1858845,83237,1796422,62423,293254382,280685595,280579168,151,151,35.4,425.0,108.2
42070_1#195,"Scaffold: SPAdes + Improvement",5586642,49,114013.10,818745,412519,5,365082,7,353263,8,200451,11,94363,15,367,49,394,2066590,2021635,44955,1989776,31859,312055090,305266885,305176366,151,151,35.4,440.4,109.2
42070_1#196,"Scaffold: SPAdes + Improvement",5522615,36,153405.97,1963690,982169,2,445840,3,387835,5,377232,6,101125,9,354,36,606,1561142,1527912,33230,1503924,23988,235732442,230714712,230648819,151,151,35.4,432.1,106.9
42070_1#197,"Scaffold: SPAdes + Improvement",5556902,60,92615.03,462146,328411,7,214753,10,194702,12,140833,16,98519,21,355,60,879,877442,858521,18921,845236,13285,132493742,129636671,129599246,151,151,35.4,430.7,111.1
42070_1#198,"Scaffold: SPAdes + Improvement",6117382,670,9130.42,719282,335823,7,310083,9,226053,11,98714,16,17078,29,300,670,9547,970070,928066,42004,896608,31458,146480570,140137966,140085400,151,151,35.5,428.4,109.3
42070_1#199,"Scaffold: SPAdes + Improvement",5402756,40,135068.90,766877,430165,5,347235,7,268032,9,129653,11,83467,16,351,40,4,1908356,1862715,45641,1830590,32125,288161756,281269965,281185390,151,151,35.3,439.6,113.6
42070_1#200,"Scaffold: SPAdes + Improvement",5544384,76,72952.42,985520,233863,5,214483,8,155729,11,112875,15,47848,22,376,76,1,1304890,1279888,25002,1262030,17858,197038390,193263088,193209147,151,151,35.4,429.4,104.4
42070_1#201,"Scaffold: SPAdes + Improvement",5677299,49,115863.24,989029,378152,5,309472,7,205035,10,142781,13,86638,17,514,49,302,2497454,2442712,54742,2403920,38792,377115554,368849512,368740927,151,151,35.3,423.1,107.4
42070_1#202,"Scaffold: SPAdes + Improvement",5590495,55,101645.36,901644,371955,6,203992,8,148440,11,125050,15,86623,21,347,55,701,1461126,1429346,31780,1406150,23196,220630026,215831246,215765431,151,151,35.4,411.9,113.5
42070_1#203,"Scaffold: SPAdes + Improvement",5680350,53,107176.42,1166893,360206,5,298820,7,218954,10,125061,13,74866,19,415,53,310,3266586,3193329,73257,3142738,50591,493254486,482192679,482053187,151,151,35.4,418.8,117.7
42070_1#204,"Scaffold: SPAdes + Improvement",5707562,50,114151.24,701217,221475,7,198645,10,175692,13,136944,16,73828,22,392,50,345,2784456,2731927,52529,2697308,34619,420452856,412520977,412412690,151,151,35.5,400.7,111.3
42070_1#205,"Scaffold: SPAdes + Improvement",5575556,36,154876.56,1291495,634383,3,563971,4,372788,5,345112,7,101471,10,329,36,200,5121474,5022232,99242,4952392,69840,773342574,758357032,758147565,151,151,35.4,413.1,110.1
42070_1#206,"Scaffold: SPAdes + Improvement",5474191,34,161005.62,1991555,1003363,2,508768,3,428312,4,368371,6,323272,7,311,34,430,4445676,4359309,86367,4298066,61243,671297076,658255659,658071784,151,151,35.4,423.2,108.6
42070_1#207,"Scaffold: SPAdes + Improvement",5361146,76,70541.39,498581,181836,9,151765,12,122059,16,85260,21,48682,29,320,76,2,5428848,5310712,118136,5228700,82012,819756048,801917512,801684492,151,151,35.4,419.5,110.9
42070_1#208,"Scaffold: SPAdes + Improvement",5807115,76,76409.41,827841,318510,7,266608,9,197008,12,140759,15,81612,21,416,76,1425,4235116,4149153,85963,4091624,57529,639502516,626522103,626343250,151,151,35.5,414.4,108.4
42070_1#209,"Scaffold: SPAdes + Improvement",5320005,34,156470.74,913163,459840,4,376827,5,308004,7,166860,9,99558,13,385,34,675,1519496,1486468,33028,1462566,23902,229443896,224456668,224391539,151,151,35.4,433.6,111.3
42070_1#210,"Scaffold: SPAdes + Improvement",5632210,70,80460.14,387510,217113,10,199115,12,181252,15,109988,19,65037,26,377,70,899,2113392,2066344,47048,2033322,33022,319122192,312017944,311925575,151,151,35.4,427.9,108.2
42070_1#211,"Scaffold: SPAdes + Improvement",5585036,50,111700.72,818339,344532,6,276906,8,244612,10,200567,13,101843,17,379,50,439,2148420,2101341,47079,2067030,34311,324411420,317302491,317208083,151,151,35.3,442.1,109.0
42070_1#212,"Scaffold: SPAdes + Improvement",5293855,25,211754.20,1524821,604307,3,372298,4,336447,6,287141,7,100801,11,677,25,763,1619346,1583409,35937,1556984,26425,244521246,239094759,239021478,151,151,35.3,438.8,106.5
42070_1#213,"Scaffold: SPAdes + Improvement",5325811,51,104427.67,913606,484362,4,465097,5,424594,6,135190,8,94255,13,306,51,734,1432454,1397789,34665,1375332,22457,216300554,211066139,211004937,151,151,35.4,437.2,111.5
42070_1#215,"Scaffold: SPAdes + Improvement",5322127,34,156533.15,913399,600974,4,424594,5,377086,6,192572,8,99728,12,311,34,557,2482766,2419401,63365,2374666,44735,374897666,365329551,365215254,151,151,35.3,441.1,109.9
